title,company,location,link
데이터 분석가(팀장급),RIDI Corp,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=35fbfe39465bd43a
8퍼센트 개발자 (신입/경력),8퍼센트,서울 종로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8af26b37623864c4
Healthcare Real World Data Analyst 담당자,IQVIA,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a39853230d5ceca8
[동영상플랫폼] 연계형 인턴십,네이버,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e65a195da656bcdc
Cloud Support Engineer - Developer and Mobile Services,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=930a6a7d80e095bc
테크빌더팀 - 개발자 (백앤드),Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6d527590548dbcab
System Administrator 2-IT (Datacenter Engineer),Oracle,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=55dd3a1ce1248639
로봇 기반 Vision 서비스 개발 그룹 IT인프라 구축,그룹 IT인프라 구축,서울특별시,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6f3b8c137683ada9
이상탐지팀 - 서비스 개발자,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e787fde04b998e1a
모바일 어플리케이션 백엔드 개발자,위아프렌즈,서울 노원구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bf2cc4de27465bc3
[Search & Clova]검색서비스 FE 개발 및 운영 경력사원,네이버,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5070ee3c1c449a1a
인프라 플랫폼 개발자,고도소프트,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2b1c5b35b97700fc
[관계사] 카카오엔터프라이즈 클라우드 인프라 엔지니어,카카오엔터프라이즈,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7500f951e11753a3
데이터 플랫폼 개발,NHN PAYCO,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a65baa1929f29393
머신러닝/딥러닝,NHN,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cd8ee27085e6a2ff
네트웍 자동화 시스템 개발,현대오토에버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ce62a02c39383898
데이터 분석 모델 개발,현대오토에버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c215879b997734c9
[카카오 클라우드] 클라우드 개발자(Monitoring as a Service),카카오페이,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6b65a5a35da64ed3
EQUITY본부 경력직,KB증권,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=de6034fa3ef850c8
시스템엔지니어,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d6802c2215aa9f6f
퍼즐데이터 역량있는 데이터 분석가,주식회사퍼즐데이터,서울 역삼동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=116009dbf59211ed
AI팀(액티브 퀀트/인덱스 펀드) 사원·대리급,이스트스프링자산운용,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7bf30c81a0e59d82
MySQL Engineer,카카오페이,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dd06066d79860614
트레이딩본부 (신입),메리츠종합금융증권,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7c57fb8fc418e996
"Applications Engineer, Sr I",Synopsys,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3f5c12e67f5b979e
Support Engineer_Azure Networking,Microsoft,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=25bbf0a06be8cf97
[관계사] 카카오페이 데이터 사이언티스트(Data Scientist),카카오페이,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=25351f9ce2b78194
R&D 연구원 신입 정규직,스칼라웍스,서울 금천구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=70f513e9782febab
"[데이터 분석 스타트업] UI/UX개발/고객행동분석 (Python, GA, Database)",온누리아이코리아,서울 금천구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=abeb2f106393ad76
보안 솔루션 인공지능 개발자,피즐리소프트,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b989c114d8fce117
Product Test Engineer - GPU,NVIDIA,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=48ca423ba9cc3be4
Hadoop Eco 관리 모듈 개발,현대오토에버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c573c45404960f8f
Specialist Solutions Architect - Application Development,"Red Hat, Inc.",서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=64e343a4453f845e
[던전앤파이터(글로벌)] 게임 데이터 분석가,네오플,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4f09f889fa3cfd34
NXLog리포트팀 - 데이터분석가/리포트기획자,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2e7356773e141079
2019년 하반기 부문별 경력,알티캐스트,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=145eb73a0a3d2141
Associate Solutions Engineer (Full Time) - Korea,Cisco Careers,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ecc3d4649fcbafab
Data & AI Technical Specialist,IBM,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6164be253775cb7d
Manager,"CDNetworks Co.,Ltd.",서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b24e1d2b40a3b349
Data Analyst,펍지,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=34d33f23153d407a
데이터연동개발팀 - 데이터엔지니어,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=83afcd111984f51c
데이터 센터 운영/관리 시스템 인프라 관리 (신입/경력),줌인터넷,서울 서초동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a20d649abed07546
추천 시스템 소프트웨어 엔지니어,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=07375dc4e800dfa9
[관계사] 카카오엔터프라이즈 AI검색플랫폼 머신러닝 개발자,카카오엔터프라이즈,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4b32383cefd20455
[관계사] 카카오엔터프라이즈 AI 소프트웨어 백엔드 개발자,카카오엔터프라이즈,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=18780eb3b788a924
Support Engineer_Developer Support,Microsoft,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=75ccb9bb9c3049c7
[기술기획/인사] 사내시스템 개발자,카카오뱅크,경기도 성남,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ccd056d7d170f295
데이터 분석 및 모델링 (페이코 쿠폰/광고 타겟팅),NHN,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4e17fe419583b40b
테크빌더팀 - 개발자 (프론트앤드),Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ddbea73728157cac
그라폴리오 서비스 개발자,네이버,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=16af9c6f1bfd3844
빅데이터 플랫폼 및 BI시스템 구축 그룹 IT계열사 new,그룹 IT계열사,서울특별시,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c1936b77c8be4bcf
[해외취업] 게임 개발자 / 사원 40%가 외국국적 글로벌 근무환경,엘트리,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3ffc7a22768918e4
[경력]게임 서버 개발 담당자,트리노드,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8e1c79cf2693adc7
[멜론] 빅데이터 서비스 개발자,dk techin,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3e2a310c9dd0f693
Global Payment 데이터 분석,라인비즈플러스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5c6f1cc7c8b00652
개발직군 경력사원 채용,시큐아이,서울 회현동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0bb6408136fbfb4e
[Search&Clova] Clova 음성인식 기술 개발 경력사원,네이버,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1533d08015a46cfc
네트워크 자동화 개발자,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5ff17b27cd83a1c0
BI 운영 그룹 주력계열사,그룹 주력계열사,서울특별시,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e5098c47e3662580
인프라 플랫폼 개발자,NHN godo,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c8a7c9c4022a3544
소프트웨어 엔지니어,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d71794dc69947981
랩오투원 신입/경력 개발자,유한책임회사랩오투원,부산,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=750977c97eeed4d5
"데이터 가치 함께 발굴하실 머신러닝, 통계 모델링 전문가",카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d1e75364ef505c68
"[해외취업] 일본 함께 활약하실 프로그래머,시스템엔지니어",スイングバイテクノロジー株式会社,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=488d155cf12af099
룰루랩-삼성전자C-Lab기업 전문연구요원 (AI알고리즘),룰루랩,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=81b66348f6e4a9db
[PUBG LITE] PC Analyst,펍지,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=67601fff5f1ecbd9
Senior Technical Consultant,MathWorks,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=22a5590c81649937
운용본부 알고리즘 개발,쿼터백자산운용,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e742b9139ca08058
챗봇 플랫폼 개발자,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=20d40ee61adffeca
인프라 서비스 플랫폼 개발자,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b4e96a7dcac2f50a
모바일 앱 보안 솔루션 개발부문,스틸리언,서울 용산구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6718bba08ef6e20b
NXLog팀 - 소프트웨어 엔지니어,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c13abffb44505877
이탈방지팀-서비스 개발자,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=691f61972f31c777
[라프텔] 마케팅 담당자,리디,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=00af8f1bc324ef8d
Linux/Python/PHP/MySQL/백엔드 정규직 경력,일루미나리안,용인 보정동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=04d685fc70b67d4e
"Solution Architect, Data Scientist - WWFO",NVIDIA,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=475bfcb9fe2956fa
AI 기반 로봇 서비스 개발 그룹 IT 인프라 구축,그룹 IT 인프라 구축,서울특별시,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d9086035792f01d0
"[해외취업] / 사무라이테크놀로지 시스템 엔지니어 프로그래머 정규직,계약직",이노리버,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c14759611c34e60b
"Python/Java,Spark 기반 개발 및 웹개발자 (경력/신입) 정규직",아이티존,대전 유성구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7e759712f25537da
Account Solutions Architect - Samsung,"Red Hat, Inc.",서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ac3faf685473527b
"Manager, Data Science",Nielsen,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=02ebc7cc45355385
[기술기획] 기술기획 개발자,카카오뱅크,경기도 성남,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=54014c3b0874e69d
리스크관리본부 리스크관리팀,이스트스프링자산운용,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7c1737fbadab9ad4
경영지원본부 정보기술팀 경력직,아이비케이자산운용,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=05ada0ec7f259bfd
[펜타시큐리티] IT 웹보안제품 개발자,펜타시큐리티시스템,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=25454744384b8aa2
각 부문 수시,KIS채권평가,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ad3c7c22cfc0bc67
데이터 사이언스 전문가 및 머신러닝 전문가,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=85929aac498299cc
각 부문별 수시,KIS채권평가,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1b51ad0d9ab48803
카카오톡 서버 개발자,카카오모빌리티,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=21f720e55bab4c8d
카카오톡 신규 서비스 서버 개발자,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=de210ffb5a9ee0c4
"R&D Engineer, Sr II",Synopsys,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=97cd5ccd438dc126
매칭팀 - 데이터분석가,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=54a0b1ed3a827a58
주식 펀드매니저 (7/16 마감),현대인베스트먼트자산운용,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=056544637aac9783
8퍼센트 경력 개발자,8퍼센트,서울 종로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=464ef95516a5fa5c
[FEG] 리버스 엔지니어,창운코리아,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5faf4a69ab8c86ca
데이터플랫폼실 - Software Engineer,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6ecc8058c1538843
"[해외취업] 누리누비, 시스템개발자/응용프로그래머",에임하이글로벌,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=af1108898d2635f1
웹 개발 경력(12년)직,비스퀘어,부산 해운대구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d33d4800a8505288
데이터 엔지니어,리디,서울특별시,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=acbc411113b81ae5
데이터 사이언티스트 / Data Scientist,Bagelcode,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d0ae3cf7638734ac
데이터 사이언티스트 지향하는 데이터 엔지니어,카카오 게임즈,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=385c58c7ced1d77b
INDEX/QUANT운용본부 신입사원,교보악사자산운용,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=22f37b921213afa9
사내 인증 개발자,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=45ddfc75e84619c0
[경력]서버 개발 담당자,선데이토즈,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b39044f681e9d472
퀀트운용팀 (사원-대리급),신한비엔피파리바자산운용,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9040dba1c8db2a5d
[데이터밸류팀] 서버개발자,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6f0ec0edcdae751b
[EY한영] 컨설팅본부(Advisory) PI-Customer팀 경력직 모집,EY,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=aa9fe8e9fd5c6f84
Senior Solutions Architect - Amazon Connect,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5c6723a17ad467f6
Cross Border Ecommerce - Business Intelligence (Based in Seoul),Shopee,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b574f1454ae36aab
Data Center Technician,Amzn Corporate Services Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1f542078927eb1e4
매칭팀 - 프로그래머,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3e757382342b3c98
링크샵스 플랫폼 개발 및 유지보수 담당,링크샵스,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a6d0f0030a9ad230
[한국오라클] Data Center Technician (Engineer),한국오라클,강원도 춘천,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3b15f329680f4cff
[관계사] 카카오모빌리티 DevOps엔지니어,카카오,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3429314fff887dea
한글 Q&A 시스템 연구 개발 신입/경력사원,포티투마루,서울 봉천동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6f88041c28b6c1ae
멜론 서비스 데이터 분석 및 개발자,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8f0dfcd582982dcb
백엔드 엔지니어 (e-커머스),리디,서울특별시,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fccde67d76f9359a
검색서비스 서버 개발 신입/경력,포티투마루,서울 봉천동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e010f7780d479126
정보계(DW) 시스템 IT 개발,케이뱅크은행,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f5aa64f66cb75c48
데이터 엔지니어 / Data Engineer,Bagelcode,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bd1ad6ca3aba3000
Senior Data Scientist - AWS Professional Services,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=37da5b148b2d3ef4
(주)웨이브웨어 2019 년도 신입사원 (개발자),웨이브웨어,대전 유성구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0395060bcfd34c94
"Senior MTS, Software/Firmware Engineer",Maxim Integrated,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3d3684a7416404d3
"카카오콘 앱(iOS), 서버 경력 개발자",카카오 게임즈,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b9974ad79659bb6d
[KSTEC] 2019년 신입 및 경력 (SW개발자),지식시스템,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c72be35dbb12960c
(주)엘솔루 NLP연구개발직,㈜엘솔루,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3f46d6b013eed283
의료 인공지능 개발자 - 정규직 / 병역특례,제이엘케이인스펙션,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=00a9dba6862d0947
데이터인프라개발팀 - 데이터 엔지니어,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c499b3dde5c2e196
Front end 개발자,브릭,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cac18e6bcbee5a21
글로벌&모바일 플랫폼 운영을 담당할 를 합니다.,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=281fb1cb3dff0cf8
데이터인프라개발팀 - 데이터 플랫폼 엔지니어,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=73457e281df2be21
이상탐지팀- 웹프로그래머,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4a426e3ffacd161c
Senior Software Engineer,BOEING,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9f26c2fbcaf1b9bc
"인공지능 플랫폼 회사(알파브릿지) 경력직(IT, 관리)",에셋플러스자산운용,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=989c8d5579ea7132
[던전앤파이터] 2D/3D 게임그래픽 기술개발 (TA/엔진프로그래머/툴 프로그래머),네오플,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ed7549ec7d5c9ccd
데이터분석가(게임어뷰징 탐지),Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ea3b136c0ff59524
Platform/BSP SW APPS Engineering - Engineer/Sr. Engineer,Qualcomm,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=103175b04a715b9b
[학술 컨설턴트 ] 인문사회분야 신입/경력직,대성인력자원개발,서울 성동구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a8a9294f638acf85
MongoDB Engineer,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2695294aea6dc3b6
카카오 분석 플랫폼 경력 개발자,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8ae7c240ef7d5f0b
[관계사] Ground X Tech Support Engineer / Site Reliability Engineer,카카오,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=61fa73c450700bf3
시스템엔지니어,마이뱅크,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0685dd2d780256ff
서울 강남구 인썸니아 시니어 개발자 및 퍼블리셔,인썸니아,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6c1d50662fa2d7f7
[인재풀] 아티스트,Electronic Arts,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=aac8e9355cb855ac
[NHN Service] [판교]기술지원 경력,엔에이치엔서비스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0ce604f78d27b2f2
자연어처리전문가 금융챗봇 만들어 갈 엔지니어,파운트,서울 충정로역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a50fce6cc2cb57c9
키친엑스 자동화 기계관련 일 함께할 인재.(IOT시스템 구축),키친엑스,서울 갈월동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=564ab7bb971c3486
